metric,crossover_type,crossover_label,generation_zero_based,n_runs,mean,std,median,q25,q75,iqr,min,max,ci95_low,ci95_high
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,13,4,0.11516058299845137,0.23032116599690278,0.0,0.0,0.11516058299845137,0.11516058299845137,0.0,0.4606423319938055,-0.2513317888793519,0.4816529548762547
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,14,8,0.184994854642073,0.25958038532672206,0.0,0.0,0.4421497054425141,0.4421497054425141,0.0,0.5945233804373226,-0.032019778282310896,0.4020094875664569
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,15,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,16,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,17,3,0.1822471490977342,0.31566132177185613,0.0,0.0,0.2733707236466013,0.2733707236466013,0.0,0.5467414472932026,-0.6018990444861791,0.9663933426816476
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,18,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,20,2,0.1892765629547161,0.26767748236992445,0.1892765629547161,0.09463828147735805,0.28391484443207415,0.18927656295471612,0.0,0.3785531259094322,-2.215710197756085,2.5942633236655173
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,21,5,0.165565219094309,0.37021508460452107,0.0,0.0,0.0,0.0,0.0,0.827826095471545,-0.29411752305108635,0.6252479612397044
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,22,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,24,3,0.06499528260217777,0.1125751317192694,0.0,0.0,0.09749292390326665,0.09749292390326665,0.0,0.1949858478065333,-0.21465684751743716,0.34464741272179267
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,25,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,26,4,0.19528662393414403,0.27631885209917484,0.09749292390326665,0.0,0.29277954783741067,0.29277954783741067,0.0,0.5861606479300429,-0.2443983310375598,0.6349715789058479
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,27,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,28,4,0.050151021713140426,0.10030204342628087,0.0,0.0,0.050151021713140426,0.050151021713140426,0.0,0.2006040868525617,-0.1094519120440742,0.20975395547035505
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,29,7,0.065110379269905,0.1722658713172639,0.0,0.0,0.0,0.0,0.0,0.455772654889335,-0.09420897924494574,0.22442973778475572
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elite_lineage_parent_child_distance,arithmetic_recombination,arithmetic recombination,31,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
